PassengerId,Survived,Pclass,Title,Sex,Age,FamilySize,IsAlone,Fare
418,1,2,Miss,female,18.0,3,0,13.0
419,0,2,Mr,male,30.0,1,1,13.0
420,0,3,Miss,female,10.0,3,0,24.15
421,0,3,Mr,male,29.69911764705882,1,1,7.9
422,0,3,Mr,male,21.0,1,1,7.73
423,0,3,Mr,male,29.0,1,1,7.88
424,0,3,Mrs,female,28.0,3,0,14.4
425,0,3,Mr,male,18.0,3,0,20.21
426,0,3,Mr,male,29.69911764705882,1,1,7.25
427,1,2,Mrs,female,28.0,2,0,26.0
428,1,2,Miss,female,19.0,1,1,26.0
429,0,3,Mr,male,29.69911764705882,1,1,7.75
430,1,3,Mr,male,32.0,1,1,8.05
431,1,1,Mr,male,28.0,1,1,26.55
432,1,3,Mrs,female,29.69911764705882,2,0,16.1
433,1,2,Mrs,female,42.0,2,0,26.0
434,0,3,Mr,male,17.0,1,1,7.12
435,0,1,Mr,male,50.0,2,0,55.9
436,1,1,Miss,female,14.0,4,0,120.0
437,0,3,Miss,female,21.0,5,0,34.38
438,1,2,Mrs,female,24.0,6,0,18.75
439,0,1,Mr,male,64.0,6,0,263.0
440,0,2,Mr,male,31.0,1,1,10.5
441,1,2,Mrs,female,45.0,3,0,26.25
442,0,3,Mr,male,20.0,1,1,9.5
443,0,3,Mr,male,25.0,2,0,7.78
444,1,2,Ms,female,28.0,1,1,13.0
445,1,3,Mr,male,29.69911764705882,1,1,8.11
446,1,1,Master,male,4.0,3,0,81.86
447,1,2,Miss,female,13.0,2,0,19.5
448,1,1,Mr,male,34.0,1,1,26.55
449,1,3,Miss,female,5.0,4,0,19.26
450,1,1,Major,male,52.0,1,1,30.5
451,0,2,Mr,male,36.0,4,0,27.75
452,0,3,Mr,male,29.69911764705882,2,0,19.97
453,0,1,Mr,male,30.0,1,1,27.75
454,1,1,Mr,male,49.0,2,0,89.1
455,0,3,Mr,male,29.69911764705882,1,1,8.05
456,1,3,Mr,male,29.0,1,1,7.9
457,0,1,Mr,male,65.0,1,1,26.55
458,1,1,Mrs,female,29.69911764705882,2,0,51.86
459,1,2,Miss,female,50.0,1,1,10.5
460,0,3,Mr,male,29.69911764705882,1,1,7.75
461,1,1,Mr,male,48.0,1,1,26.55
462,0,3,Mr,male,34.0,1,1,8.05
463,0,1,Mr,male,47.0,1,1,38.5
464,0,2,Mr,male,48.0,1,1,13.0
465,0,3,Mr,male,29.69911764705882,1,1,8.05
466,0,3,Mr,male,38.0,1,1,7.05
467,0,2,Mr,male,29.69911764705882,1,1,0.0
468,0,1,Mr,male,56.0,1,1,26.55
469,0,3,Mr,male,29.69911764705882,1,1,7.72
470,1,3,Miss,female,0.75,4,0,19.26
471,0,3,Mr,male,29.69911764705882,1,1,7.25
472,0,3,Mr,male,38.0,1,1,8.66
473,1,2,Mrs,female,33.0,4,0,27.75
474,1,2,Mrs,female,23.0,1,1,13.79
475,0,3,Miss,female,22.0,1,1,9.84
476,0,1,Mr,male,29.69911764705882,1,1,52.0
477,0,2,Mr,male,34.0,2,0,21.0
478,0,3,Mr,male,29.0,2,0,7.05
479,0,3,Mr,male,22.0,1,1,7.52
480,1,3,Miss,female,2.0,2,0,12.29
481,0,3,Master,male,9.0,8,0,46.9
482,0,2,Mr,male,29.69911764705882,1,1,0.0
483,0,3,Mr,male,50.0,1,1,8.05
484,1,3,Mrs,female,63.0,1,1,9.59
485,1,1,Mr,male,25.0,2,0,91.08
486,0,3,Miss,female,29.69911764705882,5,0,25.47
487,1,1,Mrs,female,35.0,2,0,90.0
488,0,1,Mr,male,58.0,1,1,29.7
489,0,3,Mr,male,30.0,1,1,8.05
490,1,3,Master,male,9.0,3,0,15.9
491,0,3,Mr,male,29.69911764705882,2,0,19.97
492,0,3,Mr,male,21.0,1,1,7.25
493,0,1,Mr,male,55.0,1,1,30.5
494,0,1,Mr,male,71.0,1,1,49.5
495,0,3,Mr,male,21.0,1,1,8.05
496,0,3,Mr,male,29.69911764705882,1,1,14.46
497,1,1,Miss,female,54.0,2,0,78.27
498,0,3,Mr,male,29.69911764705882,1,1,15.1
499,0,1,Mrs,female,25.0,4,0,151.55
500,0,3,Mr,male,24.0,1,1,7.8
501,0,3,Mr,male,17.0,1,1,8.66
502,0,3,Miss,female,21.0,1,1,7.75
503,0,3,Miss,female,29.69911764705882,1,1,7.63
504,0,3,Miss,female,37.0,1,1,9.59
505,1,1,Miss,female,16.0,1,1,86.5
506,0,1,Mr,male,18.0,2,0,108.9
507,1,2,Mrs,female,33.0,3,0,26.0
508,1,1,Mr,male,29.69911764705882,1,1,26.55
509,0,3,Mr,male,28.0,1,1,22.52
510,1,3,Mr,male,26.0,1,1,56.5
511,1,3,Mr,male,29.0,1,1,7.75
512,0,3,Mr,male,29.69911764705882,1,1,8.05
513,1,1,Mr,male,36.0,1,1,26.29
514,1,1,Mrs,female,54.0,2,0,59.4
515,0,3,Mr,male,24.0,1,1,7.5
516,0,1,Mr,male,47.0,1,1,34.02
517,1,2,Mrs,female,34.0,1,1,10.5
518,0,3,Mr,male,29.69911764705882,1,1,24.15
519,1,2,Mrs,female,36.0,2,0,26.0
520,0,3,Mr,male,32.0,1,1,7.9
521,1,1,Miss,female,30.0,1,1,93.5
522,0,3,Mr,male,22.0,1,1,7.9
523,0,3,Mr,male,29.69911764705882,1,1,7.22
524,1,1,Mrs,female,44.0,2,0,57.98
525,0,3,Mr,male,29.69911764705882,1,1,7.23
526,0,3,Mr,male,40.5,1,1,7.75
527,1,2,Miss,female,50.0,1,1,10.5
528,0,1,Mr,male,29.69911764705882,1,1,221.78
529,0,3,Mr,male,39.0,1,1,7.92
530,0,2,Mr,male,23.0,4,0,11.5
531,1,2,Miss,female,2.0,3,0,26.0
532,0,3,Mr,male,29.69911764705882,1,1,7.23
533,0,3,Mr,male,17.0,3,0,7.23
534,1,3,Mrs,female,29.69911764705882,3,0,22.36
535,0,3,Miss,female,30.0,1,1,8.66
536,1,2,Miss,female,7.0,3,0,26.25
537,0,1,Major,male,45.0,1,1,26.55
538,1,1,Miss,female,30.0,1,1,106.42
539,0,3,Mr,male,29.69911764705882,1,1,14.5
540,1,1,Miss,female,22.0,3,0,49.5
541,1,1,Miss,female,36.0,3,0,71.0
542,0,3,Miss,female,9.0,7,0,31.28
543,0,3,Miss,female,11.0,7,0,31.28
544,1,2,Mr,male,32.0,2,0,26.0
545,0,1,Mr,male,50.0,2,0,106.42
546,0,1,Mr,male,64.0,1,1,26.0
547,1,2,Mrs,female,19.0,2,0,26.0
548,1,2,Mr,male,29.69911764705882,1,1,13.86
549,0,3,Mr,male,33.0,3,0,20.52
550,1,2,Master,male,8.0,3,0,36.75
551,1,1,Mr,male,17.0,3,0,110.88
552,0,2,Mr,male,27.0,1,1,26.0
553,0,3,Mr,male,29.69911764705882,1,1,7.83
554,1,3,Mr,male,22.0,1,1,7.22
555,1,3,Miss,female,22.0,1,1,7.78
556,0,1,Mr,male,62.0,1,1,26.55
557,1,1,Lady,female,48.0,2,0,39.6
558,0,1,Mr,male,29.69911764705882,1,1,227.52
